platform,search_keyword,title,price,deadline,category,applicants,posted_date,url,description
ランサーズ,ChatGPT API,データ利活用を推進するエンジニア募集！AIツールをフル活用し、データベース設計・構築の依頼の仕事 [IT・通信・インターネット],"200,000円",,,,,https://www.lancers.jp/work/detail/5498823,WebRTC・リアルタイム通信を得意とするフルスタックエンジニアです。 ■ 得意領域 ・WebRTC（P2... もっと見る
ランサーズ,ChatGPT API,法人向け生成AIサービスのUI/UX設計・実装を支援してくださるエンジニア募集（フロントエンド）の仕事 [IT・通信・インターネット],"200,000円",,,,,https://www.lancers.jp/work/detail/5445161,クラウドワークスでは、エンジニア契約ランキング全国４位に選んでいただきました。 ******** はじめま... もっと見る
ランサーズ,ChatGPT API,法人向け生成AIサービス（RAG・議事録機能）の設計・開発を支援エンジニア募集（AI／バックエンド）の仕事 [IT・通信・インターネット],"200,000円",,,,,https://www.lancers.jp/work/detail/5445159,プロフィールをご覧いただき、ありがとうございます。 株式会社ノーコードソリューションズ代表の仙入（せんにゅう）と... もっと見る
ランサーズ,ChatGPT API,【週5日】法人向け生成AIサービス（RAG・議事録機能）のコア開発を担うリードエンジニア募集の仕事 [IT・通信・インターネット],"500,000円",,,,,https://www.lancers.jp/work/detail/5460267,プロフィールをご覧いただき、ありがとうございます。 株式会社ノーコードソリューションズ代表の仙入（せんにゅう）と... もっと見る
ランサーズ,ChatGPT API,生成AIを業務に組み込むシステム開発の仕事 [IT・通信・インターネット],"300,000円",,,,,https://www.lancers.jp/work/detail/5488757,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  Web・システム開発の仕事  Webシステム開発・プログラミングの仕事  生成AIを業務に組み込むシステム開発の仕事・依頼
この募集は2026年02月14日に終了しました。
生成AIを業務に組み込むシステム開発の仕事 [IT・通信・インターネット]

生成AIを業務に組み込むシステム開発に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Webシステム開発・プログラミングに関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

Webシステム開発・プログラミングに関連した他の仕事を探す
ソフトウェア・業務システム開発
Excelマクロ作成・VBA開発
ゲーム制作・開発
サーバー・ネットワーク構築
データベース設計・構築
プロジェクトマネジメント
その他 (システム開発)
株・FX・仮想通貨ツール開発
スクレイピング・データ収集
コード・バグ修正
見積もり募集の結果

 募集期間

5日間

 提案数

83件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
IT・通信・インターネット
提示した予算
300,000円 ~ 500,000円
依頼概要
最近、ChatGPTなどの生成AIを活用した業務システムへの関心が非常に高まっており、
私自身もAIを前提にしたシステムを事業として本格的に展開していきたいと考えています。

単にAIを使ってみたいという段階ではなく、実際の業務の中でどう活用すれば意味があるのか、どこまで自動化すると現実的なのか、といった点を一緒に考えながら進められる開発者の方を探しています。

想定しているのは、ChatGPTなどのAPIを利用したWebシステムや業務支援ツールで、
問い合わせ対応の効率化や社内向けツール、情報整理や文章生成を含むような仕組みです。
こちらから要件や方向性をお伝えすることもありますが、
技術的な視点からのご提案や改善案を出していただける関係性を理想としています。

規模としては、最初から大きなシステムを作るというよりも、
まずは小さく形にして、使いながら改善していく進め方を考えています。
そのため、仕様が完全に固まった案件ではありません。

AIやWebシステム開発のご経験があり、
コミュニケーションを取りながら柔軟に進められる方であれば、
長期的なお付き合いになる可能性もあると思っています。

ご提案いただく際には、これまでの実績やポートフォリオ、
AIや業務システムに関わったご経験が分かるものがあれば、併せて共有いただけますと助かります。

詳細については、個別にやり取りしながらすり合わせできればと考えています。
ご興味を持っていただけましたら、お気軽にご連絡ください。
どうぞよろしくお願いいたします。
キャンセル理由：依頼内容を修正・変更するため"
ランサーズ,スクレイピング,eBay APIを用いた商品リサーチツール開発の仕事 [卸売・小売],"5,000円",,,,,https://www.lancers.jp/work/detail/5500040,大学卒業後、Sky株式会社に入社し、教育向け商品「SKYMENU」や名刺管理ソフト「SKYPCE」の開発に従事。要... もっと見る
ランサーズ,スクレイピング,スクレイピング高速化サポート募集の仕事 [IT・通信・インターネット],,,,,,https://www.lancers.jp/work/detail/5499912,プロフィールをご覧いただきありがとうございます。 サイタルと申します。 ▽可能な業務/スキル pytho... もっと見る
ランサーズ,スクレイピング,【予算ご提案下さい】有名アスリートと契約するアパレルブランドでのAIを活用したリール動画生成システムの仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5499578,クラウドワークスでは、エンジニア契約ランキング全国４位に選んでいただきました。 ******** はじめま... もっと見る
ランサーズ,スクレイピング,【データ抽出/収集】保育施設サイトから施設名を抽出し、都道府県別に一覧化（スプレッドシート）の仕事 [IT・通信・インターネット],"5,000 円",,,,,https://www.lancers.jp/work/detail/5498543,はじめまして。「インテグラルパッケージ」の吉田篤史と申します。 私たちは「ECサイトやブログを始めてみたいけれど設定や作り方がわからない」という初心者の方に寄り添い、ShopifyやWordpressを用いてサイト制作を3名体制で行うチームです。 私たちは日々、ShopifyやWordPressの最新仕様の確認やエラーパターンの検証を行っています。 「どの設定が最適か」「どうすれば... 続きを読む
ランサーズ,スクレイピング,【外国人大歓迎】【緊急】eBay在庫管理ツールの不具合修正＋継続保守エンジニア募集の仕事 [卸売・小売],"20,000 円",,,,,https://www.lancers.jp/work/detail/5497930,プロフィールをご覧いただきありがとうございます。 AIエンジニア / Cognitive AppDev 代表のホサインです。 ■ 専門分野 ChatGPT API・Claude API・LLMを活用した生成AIシステムの設計・開発を得意としています。 業務自動化・DX推進・AIチャットボット・自動応答システムの構築が主な実績です。 ■ 実績 ・累計13件以上のプロジェクト... 続きを読む
ランサーズ,WordPress,【急募】整骨院HPのCMSをMODXからWordPressに移行したいの仕事 [美容室・サロン],"100,000円",,,,,https://www.lancers.jp/work/detail/5500710,お世話になっております。 当アカウントをご覧いただきありがとうございます。 当社は、Python・機械学習... もっと見る
ランサーズ,WordPress,【急募】地域SEOに強いWordPress制作者を探しています！の仕事 [建築・工務店],"50,000円",,,,,https://www.lancers.jp/work/detail/5500631,これまで中小企業様のWeb提案営業として3年間、導線設計と構成整理に携わってきました。 現在は、制作担当と連... もっと見る
ランサーズ,WordPress,【急募】WordPressでデザインを忠実に再現できる方を探しています！の仕事 [広告・イベント・プロモーション],"20,000円",,,,,https://www.lancers.jp/work/detail/5500287,Web事業『InnovationX』代表の平野と申します。 使いやすく集客力を高めるWEBサイトを提供します。 ... もっと見る
ランサーズ,WordPress,【急募】提供するURLサイトと同じデザインで注文送信機能を実装（3/4の納期最優先）の仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5500112,ご要望を丁寧にヒアリングし、進捗共有を徹底して誠実に対応します。 表示速度・保守性も意識し、パフォーマンスに配慮... もっと見る
ランサーズ,WordPress,【30分/500円】ブログ運営に挑戦して挫折・放置してしまった方の本音を聞かせてくださいの仕事 [IT・通信・インターネット],500円,,,,,https://www.lancers.jp/work/detail/5500232,はじめまして。 「事務を仕組みで消す」自動化支援を得意としている田中です。 私はシステムエンジニアというより、... もっと見る
ランサーズ,LP コーディング,【採用LP制作】不動産会社の求人ランディングページ制作｜参考LPありの仕事 [住宅・不動産],,,,,,https://www.lancers.jp/work/detail/5500549,大学卒業後、Sky株式会社に入社し、教育向け商品「SKYMENU」や名刺管理ソフト「SKYPCE」の開発に従事。要... もっと見る
