platform,search_keyword,title,price,price_yen,deadline,remaining_days,category,applicants,posted_date,url,description
ランサーズ,ChatGPT API,データ利活用を推進するエンジニア募集！AIツールをフル活用し、データベース設計・構築の依頼の仕事 [IT・通信・インターネット],"200,000円",200000,,,,,,https://www.lancers.jp/work/detail/5498823,WebRTC・リアルタイム通信を得意とするフルスタックエンジニアです。 ■ 得意領域 ・WebRTC（P2... もっと見る
ランサーズ,ChatGPT API,法人向け生成AIサービスのUI/UX設計・実装を支援してくださるエンジニア募集（フロントエンド）の仕事 [IT・通信・インターネット],"200,000円",200000,,,,,,https://www.lancers.jp/work/detail/5445161,クラウドワークスでは、エンジニア契約ランキング全国４位に選んでいただきました。 ******** はじめま... もっと見る
ランサーズ,ChatGPT API,法人向け生成AIサービス（RAG・議事録機能）の設計・開発を支援エンジニア募集（AI／バックエンド）の仕事 [IT・通信・インターネット],"200,000円",200000,,,,,,https://www.lancers.jp/work/detail/5445159,プロフィールをご覧いただき、ありがとうございます。 株式会社ノーコードソリューションズ代表の仙入（せんにゅう）と... もっと見る
ランサーズ,AI開発,産業機械向けAI異常検知・状態推定システムの開発・導入支援エンジニア募集（AI／エッジ・組み込み）の仕事 [IT・通信・インターネット],"200,000円",200000,,,,,,https://www.lancers.jp/work/detail/5450864,これまで大学〜大学院での学校支援プロジェクトや学会発表を経験後、公立小の教員を経験。その後以前から関心があったIT... もっと見る
ランサーズ,LINE Bot,オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事 [美容室・サロン],"198,000円",198000,,,,,,https://www.lancers.jp/work/detail/5500366,"クラウドソーシング ランサーズ 仕事を探す Web制作・Webデザインの仕事 ウェブサイト制作・デザインの仕事 ランディングページ (LP) 制作の仕事 オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事・依頼 オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事 [美容室・サロン] オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、ランディングページ (LP) 制作に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 ランディングページ (LP) 制作に関連した他の仕事を探す ホームページ制作・作成 Web (ウェブ) デザイン HTML・CSSコーディング CMS構築・WordPress制作・導入 UIデザイン・設計 Webディレクション レスポンシブサイト制作 ドメイン取得・移行 サーバー構築・管理・運用 データベース設計・構築 依頼の募集内容 報酬金額 198,000円 募集期間 7日間 提案数 5 件 募集している提案(一部) 非公開の提案です 非公開の提案です 非公開の提案です 非公開の提案です 非公開の提案です この案件の内容を参考に募集する 案件に提案したい 詳しい依頼の募集内容 依頼主の業種 美容室・サロン 概要・特徴 女性の育毛に特化した美容院を経営している株式会社GAGAHIRANOです。 店舗では専門家が頭皮の状態をチェックし、症状に合わせてオーダーで育毛剤を作成しており、累計来院数は約６０００件ほどになります。 弊社の育毛剤の特徴は、商品名にもある通り、カウンセリングをさせて頂きお客様一人一人の頭皮の症状を把握し、症状に合わせてオーダーで育毛剤を調合することです。 このオフラインでの事業をご来店できないお客様や来店ハードルを越えられない潜在顧客に対してオンライン上でアプローチしていきたいです。 依頼詳細 オンライン育毛サービス「GAGA direct」の販促LPの作成をお願いいたします。 ・ターゲットは４０〜５９歳の薄毛や抜け毛に悩む女性。 ・コンプレックス深度は医療機関を受診するほどでは無いけど、市販の育毛剤などを使いセルフケアしても効果が感じられなく、誰かに「相談したい」がメインの悩み。 とっかかりは弊社のオーダーメイド育毛剤をきっかけにして欲しいが、潜在顧客の「誰かに相談したい」という悩みにフォーカスしたいので、365日ライン相談を受け付けてます。 なので、「お客様のお悩み、私たちが伴走させて頂きます」みたいな深層心理の悩みを解決するサービスである事をアピールしたい。 ランディングから購入、アフターサポートの流れ ペイド広告からLPランディング→LP上でチャットbotの診断によるアナタの頭皮タイプ別診断→購入→公式LINEに誘導→弊社専門スタッフが伴走 この中の【チャットbot診断が入った販促LP制作】をお願いしたいです。 詳細の質問事項や発注用のワイヤーは大方できております。 サイトURL https://www.gaga-hirano.com/scalp-care-online-service ページ数 1ページ 希望イメージ シンプル 複雑 単色 カラフル 暗い 明るい 日常 高級 遊び心 厳粛 未来的 伝統的 女性的 男性的 希望する色 黒、金 納品ファイル 設定なし 補足説明 設定なし この仕事に似たランディングページ (LP) 制作の他の仕事を探す 色 黒 金 イメージ 女性的 依頼のジャンル 美容室・サロン"
ランサーズ,スクレイピング,【予算ご提案下さい】有名アスリートと契約するアパレルブランドでのAIを活用したリール動画生成システムの仕事 [IT・通信・インターネット],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5499578,クラウドワークスでは、エンジニア契約ランキング全国４位に選んでいただきました。 ******** はじめま... もっと見る
ランサーズ,WordPress,【急募】整骨院HPのCMSをMODXからWordPressに移行したいの仕事 [美容室・サロン],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5500710,お世話になっております。 当アカウントをご覧いただきありがとうございます。 当社は、Python・機械学習... もっと見る
ランサーズ,WordPress,【急募】提供するURLサイトと同じデザインで注文送信機能を実装（3/4の納期最優先）の仕事 [IT・通信・インターネット],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5500112,ご要望を丁寧にヒアリングし、進捗共有を徹底して誠実に対応します。 表示速度・保守性も意識し、パフォーマンスに配慮... もっと見る
ランサーズ,LP コーディング,【急募】遺品整理会社設立に向けたLP制作・運用支援者募集の仕事 [清掃・設備・警備],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5500364,プロフィールをご覧いただきありがとうございます！ Studioクリエイターの萩野谷 優希（はぎのや ゆうき）と申... もっと見る
ランサーズ,自動化 ツール,Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5500360,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 業務システム・ツール開発の仕事 予約システム開発の仕事 Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事・依頼 Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン] Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、予約システム開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 予約システム開発に関連した他の仕事を探す 顧客管理・CRMシステム開発 Salesforce・SFAシステム開発 受発注システム開発 勤怠管理システム開発 見積もり募集の結果 募集期間 7日間 提案数 27件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 美容室・サロン 提示した予算 100,000円 ~ 200,000円 依頼概要 【概要】 新規オープン（８〜１０月）の無人よもぎ蒸しサロン（4室）において、予約から鍵発行、顧客通知までの自動化システム構築をお願いいたします。 参考設計あり https://docs.google.com/spreadsheets/d/1gjZOVFN_yFQ_o3u0bZSC8Y3ahiaoLw1YJh0gQC0_KuU/edit?gid=0#gid=0 【使用ツール】 予約・決済： Square 自動化ハブ： Make (旧Integromat) スマートロック： RemoteLOCK (API連携) 通知： LINE Messaging API 【主な実装内容】 設計書に基づき、Makeを用いて以下のシナリオを構築していただきます。 予約・決済連携： Square Webhookを受信し、決済状況を判定。 未来予約制限： Square APIを叩き、顧客ごとの同時予約数をカウント・制限。 部屋割り自動判定： 予約開始時刻（20分刻み）に基づき、1〜4号室を自動割り当て。 鍵発行： RemoteLOCK APIを叩き、予約時間のみ有効なPINコードを発行。 LINE通知： 鍵番号・部屋番号・案内文を顧客へ自動送信。 会員管理： サブスク決済失敗時のタグ削除・予約強制キャンセル処理。 【提出物】 Makeシナリオ一式（設定完了状態） 【応募条件】 Make（Integromat）によるAPI連携の実装経験がある方 SquareまたはRemoteLOCKのAPI利用経験がある方（優遇） エラー処理（リトライ設定等）を適切に考慮できる方 一時停止の理由：内容を変更するため この仕事に似た予約システム開発の他の仕事を探す エリア 岡山県"
ランサーズ,Shopify,【Shopifyデザイナー募集】BtoB/C複合型サービスサイトのデザイン（コーディングなし）の仕事 [IT・通信・インターネット],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5498981,Web事業「monte」代表の山田啓輔と申します。 制作実績200件以上、集客につながるホームページ制作を強みに... もっと見る
ランサーズ,Excel VBA,養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事 [農林・水産・鉱業],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5488109,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 Web・システム開発の仕事 Excelマクロ作成・VBA開発の仕事 養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事・依頼 この募集は2026年02月12日に終了しました。 養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事 [農林・水産・鉱業] 養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 Excelマクロ作成・VBA開発に関連した他の仕事を探す Webシステム開発・プログラミング ソフトウェア・業務システム開発 ゲーム制作・開発 サーバー・ネットワーク構築 データベース設計・構築 プロジェクトマネジメント その他 (システム開発) 株・FX・仮想通貨ツール開発 スクレイピング・データ収集 コード・バグ修正 見積もり募集の結果 募集期間 3日間 提案数 65件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 農林・水産・鉱業 提示した予算 100,000円 ~ 200,000円 依頼概要 依頼概要 養鰻業（うなぎ養殖）の現場で日常的に使用している Excelベースの養鰻管理表について、 単発の修正対応ではなく、 内容・意図を理解した上での改善 現場判断（特に給餌）の構造整理 将来を見据えた設計の見直し を、中長期で一緒に進めていただける方を募集しています。 本案件は 「作って終わり」「直して終わり」ではありません。 継続的に関わり、育てていく前提の依頼です。 本案件のスタンス（必読） この仕事は、 スピード重視・数をこなすタイプの案件ではありません。 現場の判断を丁寧に聞き 何を数値化し、何を残すかを整理し 壊れない形でExcelに落とす こうしたプロセスを、 腰を据えて考えられる方のみを対象としています。 最初の対象範囲 給餌判断ロジックの整理・可視化 水温 給餌量 完食時間 前日比 注意・異常フラグ など ※ 他の判断（病気・出荷等）は、給餌整理後に段階的に検討 お願いしたい役割 既存Excelの構造・計算・運用の理解 現場判断のヒアリングとロジック分解 判断条件の言語化・整理 改善提案（理由・影響範囲を説明できること） 継続的な微調整・相談対応 AI活用について 将来的に、 判断補助・業務改善を目的とした AI活用 を検討しています。 ただし、 いきなりAIに任せることはしません まずExcel上で判断構造を整理します AI学習への利用は 目的・範囲を明確にし、必ず事前合意の上でのみ実施します ※ 無断利用・二次利用は一切不可 【重要】求める人物像 以下にすべて当てはまる方を希望します。 既存の業務管理Excelを読み解いて改善した経験がある 業務判断を「条件・分岐・状態」として整理できる 単発案件より、継続的な関係を重視している 修正前に「なぜそうするか」を説明できる 業務を理解せずに作業しない姿勢を持っている ※ VBA・AI実装スキルより 業務理解力・思考整理力・対話力を重視します。 ※ 短期案件中心の方／即レス・即納を重視する方は 今回は対象外です。 契約・関わり方 初回：現状把握・引継ぎ・整理（数時間〜） その後： 月数時間〜 必要に応じてスポット対応 長期（半年〜）での継続を想定しています 応募時の必須質問（回答必須） 以下に具体的にお答えください。 既存の業務管理Excelを引き継いだ経験と、その際に最初に行ったこと 業務の「判断」をロジック化する際、注意している点 継続案件で関わる際に、あなたが大切にしていること 月1〜数回程度の継続対応は可能ですか ※ この質問への回答内容を重視して選考します。 簡易回答の場合、見送りとなります。 補足 養殖・水産の専門知識は不要です ただし、現場業務を尊重しながら考えられる方を希望します ? 最後に（かなり重要） 現時点で致命的な不具合はありません。 今後の継続運用・判断整理・将来対応を見据えた募集です。 業務内容を理解せず、 指示通りの修正のみを行う方は 今回の募集対象ではありません。 一時停止の理由：多くの方に応募いただき選定してます。 キャンセル理由：ランサーズ上の別"
